filepath,tone,chinese,pinyin,duration_sec
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1757.wav,4,疏疏朗朗的站着的不过是几十个本村和邻村的闲汉。,shū shū lǎng lǎng dì zhàn zhuó dì bù guò shì jī shí gè běn cūn hé lín cūn dì xiá,5.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1765.wav,4,年纪小的几个多打呵欠了，大的也各管自己谈话。,nián jì xiǎo dì jǐ ge duō dǎ hē qiàn liào ， dài dì yě gè guǎn zì jǐ tán huà 。,5.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1769.wav,4,才知道他们的意见是和我一致的。,cái zhī dào tā men dì yì jiàn shì hé wǒ yī zhì dì 。,3.49
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1773.wav,2,全船里几个人不住的吁气，其余的也打起哈欠来。,quán chuán lǐ jǐ ge rén bù zhù dì yù qì ， qí yú dì yě dǎ qǐ hā qian lái 。,5.14
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1775.wav,4,大家立刻都赞成，和开船时候一样踊跃，,dà jiā lì kè dū zàn chéng ， hé kāi chuán shí hou yī yàng yǒng yuè ，,4.03
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1778.wav,4,而一离赵庄，月光又显得格外的皎洁。,ér yī lí zhào zhuāng ， yuè guāng yòu xiǎn de gé wài dì jiǎo jié 。,4.03
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1783.wav,2,那航船，就像一条大白鱼背着一群孩子在浪花里蹿，,nuó háng chuán ， jiù xiàng yī tiáo dài bái yú bèi zháo yī qún hái zi zài làng hu,4.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1785.wav,2,摇船的都说很疲乏，因为太用力，而且许久没有东西吃。,yáo chuán dì dū shuō hěn pí fá ， yīn wèi tài yòng lì ， ér qiě xǔ jiǔ méi yǒu dōn,5.69
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1795.wav,2,豆荚豆壳全抛在河水里，什么痕迹也没有了。,dòu jiá dòu ké quán pāo zài hé shuǐ lǐ ， shén me hén jì yě méi yǒu liào 。,4.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\call_to_arms\call_to_arms_1797.wav,4,然而大家议论之后，归结是不怕。,rán ér dà jiā yì lùn zhī hòu ， guī jié shì bù pà 。,3.28
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0003.wav,2,中国的做文章有轨范，世事也仍然是螺旋。,zhōng guó dì zuò wén zhāng yǒu guǐ fàn ， shì shì yě réng rán shì luó xuán 。,4.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0012.wav,4,带露折花，色香自然要好得多，但是我不能够。,dài lù zhé huā ， sè xiāng zì rán yào hǎo dé duō ， dàn shì wǒ bù néng gòu 。,5.3
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0023.wav,3,狗·猫·鼠·鲁迅·,gǒu · māo · shǔ · lǔ xùn ·,5.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0030.wav,4,就是怕要浑身发热之后，做一封信登在报纸上，广告道：,jiù shì pà yào hún shēn fā rè zhī hòu ， zuò yī fēng xìn dēng zài bào zhǐ shàng ，,5.87
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0032.wav,4,①这“逻辑”的奥义，即在用我的话，来证明我倒是狗，,zhè luó ji dì ào yì ， jí zài yòng wǒ de huà ， lái zhèng míng wǒ dào shì gǒu ，,5.06
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0035.wav,2,我于是就间或留心着查考它们成仇的“动机”。,wǒ yú shì jiù jiàn huò liú xīn zhuó chá kǎo tā men chéng chóu dì dòng jī 。,4.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0041.wav,4,“它是驼背的。”,tā shì tuó bèi dì 。,2.53
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0045.wav,4,便是书籍的装潢，玩具的工致，也无不令人心爱。,biàn shì shū jí dì zhuāng huáng ， wán jù dì gōng zhì ， yě wú bù lìng rén xīn ài ,5.31
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0046.wav,4,独有这一篇童话却实在不漂亮；结怨也结得没有意思。,dú yǒu zhè yī piān tóng huà què shí zài bù piào liang ； jié yuàn yě jié dé méi y,5.42
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0049.wav,2,其实人禽之辨，本不必这样严。,qí shí rén qín zhī biàn ， běn bù bì zhè yàng yán 。,3.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0052.wav,4,但它们并没有自命清高；,dàn tā men bìng méi yǒu zì mìng qīng gāo ；,2.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0065.wav,4,它不是和狮虎同族的么？可是有这么一副媚态！,tā bù shì hé shī hǔ tóng zú dì me ？ kě shì yǒu zhè me yī fù mèi tài ！,4.74
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0079.wav,4,这是因为无须我到场；,zhè shì yīn wèi wú xū wǒ dào chǎng ；,2.24
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0081.wav,4,人们的各种礼式，局外人可以不见不闻，,rén men dì gè zhǒng lǐ shì ， jú wài rén kě yǐ bù jiàn bù wén ，,3.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0088.wav,1,听说西洋是不很喜欢黑猫的，不知道可确；,tīng shuō xī yáng shì bù hěn xǐ huan hēi māo dì ， bù zhī dào kě què ；,4.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0089.wav,4,那食人的惨酷确是更可怕。,nà shí rén dì cǎn kù què shì gèng kě pà 。,3.18
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0091.wav,3,只是我在童年，总觉得它有点妖气，没有什么好感。,zhǐ shì wǒ zài tóng nián ， zǒng jué de tā yǒu diǎn yāo qì ， méi yǒu shén me hǎo ,5.42
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0095.wav,1,“你知道么？猫是老虎的先生。”她说。,nǐ zhī dào me ？ māo shì lǎo hǔ dì xiān sheng 。 tā shuō 。,5.6
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0100.wav,4,老虎却只能眼睁睁地在树下蹲着。,lǎo hǔ què zhǐ néng yǎn zhēng zhēng dì zài shù xià dūn zhuó 。,3.4
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0111.wav,3,满纸长嘴大耳，我以为不甚雅观；,mǎn zhǐ cháng zuǐ dà ěr ， wǒ yǐ wéi bù shèn yǎ guān ；,3.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0115.wav,4,但那时的想看“老鼠成亲”的仪式，却极其神往，,dàn nà shí dì xiǎng kàn lǎo shǔ chéng qīn dì yí shì ， què jí qí shén wǎng ，,4.82
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0119.wav,1,一睁眼却已经天明，到了灯节了。,yī zhēng yǎn què yǐ jīng tiān míng ， dào liào dēng jié liào 。,4.14
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0127.wav,4,当“数钱”的时候，大概是已经没有第二步办法的了。,dàng shù qián dì shí hou ， dà gài shì yǐ jīng méi yǒu dì èr bù bàn fǎ dì liào 。,5.52
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0133.wav,4,看见砚台便舔吃了研着的墨汁。这使我非常惊喜了。,kàn jiàn yàn tái pián tiǎn chī liào yán zháo dì mò zhī 。 zhè shǐ wǒ fēi cháng jī,5.47
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0141.wav,4,大家吃午饭了，也不见它走出来，平时，是一定出现的。,dà jiā chī wǔ fàn liào ， yě bù jiàn tā zǒu chu lai ， píng shí ， shì yī dìng chū ,5.37
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0145.wav,4,隐鼠是昨天晚上被猫吃去了！,yǐn shǔ shì zuó tiān wǎn shàng bèi māo chī qù liào ！,4.05
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0148.wav,4,最先不过是追赶，袭击；,zuì xiān bù guò shì zhuī gǎn ， xí jī ；,2.79
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0150.wav,4,这作战继续得颇长久，此后似乎猫都不来近我了。,zhè zuò zhàn jì xù děi pō cháng jiǔ ， cǐ hòu sì hū māo dū bù lái jìn wǒ liào 。,5.38
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0153.wav,4,我竟偶然得到一个意外的消息：那隐鼠,wǒ jìng ǒu rán dé dào yī gè yì wài dì xiāo xi ： nà yǐn shǔ,4.39
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0156.wav,2,但和猫的感情却终于没有融和；,dàn hé māo dì gǎn qíng què zhōng yú méi yǒu róng hé ；,3.56
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0160.wav,4,这是我近几年的进步。经验既多，一旦大悟，,zhè shì wǒ jìn jǐ nián dì jìn bù 。 jīng yàn jì duō ， yī dàn dà wù ，,4.95
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0163.wav,4,那憎恶倒移在我身上了。,nuó zēng wù dǎo yí zài wǒ shēn shang liào 。,3.21
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0168.wav,3,我大概也总可望成为所谓“指导青年”的“前辈”的罢，,wǒ dà gài yě zǒng kě wàng chéng wéi suǒ wèi zhǐ dǎo qīng nián dì qián bèi dì ba ,5.95
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0174.wav,4,我平时叫她“阿妈”，连“长”字也不带；但到憎恶她的时候，,wǒ píng shí jiào tā ā mā ， lián zhǎng zì yě bù dài ； dàn dào zēng wù tā dì shí h,5.72
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0197.wav,4,记得么？你要记着，这是一年的运气的事情。不许说别的话！,jì de me ？ nǐ yào jì zháo ， zhè shì yī nián dì yùn qi dì shì qing 。 bù xǔ shuō b,5.4
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0200.wav,4,一醒，就要坐起来。她却立刻伸出臂膊，一把将我按住。,yī xǐng ， jiù yào zuò qi lai 。 tā què lì kè shēn chū bì bó ， yī bǎ qiāng wǒ àn z,5.83
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0204.wav,4,我大吃一惊之后，也就忽而记得，这就是所谓福橘，,wǒ dà chī yī jīng zhī hòu ， yě jiù hū ér jì de ， zhè jiù shì suǒ wèi fú jú ，,5.08
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0208.wav,4,晒裤子用的竹竿底下，是万不可钻过去的。,shài kù zi yòng dì zhú gān dǐ xia ， shì wàn bù kě zuàn guò qù dì 。,4.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0220.wav,4,还有好看的姑娘，也要掳。”“那么，你是不要紧的。”,hái yǒu hǎo kàn dì gū niang ， yě yào lǔ 。 nà me ， nǐ shì bù yào jǐn dì 。,5.62
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0222.wav,4,“那里的话？！”她严肃地说。“我们就没有用处？,nà li de huà ？ ！ tā yán sù dì shuō 。 wǒ men jiù méi yǒu yòng chu ？,4.32
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0224.wav,4,外面的大炮就放不出来；再要放，就炸了！”,wài miàn dì dà pào jiù fàng bù chu lai ； zài yào fàng ， jiù zhà liào ！,5.32
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0226.wav,4,从此对于她就有了特别的敬意，似乎实在深不可测；,cóng cǐ duì yú tā jiù yǒu liào tè bié dì jìng yì ， sì hū shí zài shēn bù kě cè ；,5.5
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0230.wav,4,也不放炮，更不怕炮炸，我惧惮她什么呢！,yě bù fàng pào ， gèng bù pà pào zhà ， wǒ jù dàn tā shén me ní ！,5.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0254.wav,4,可是从还在眼前的模样来说，却是一部刻印都十分粗拙的本子。,kě shì zòng huán zài yǎn qián dì mú yàng lái shuō ， què shì yī bù kè yìn dū shí ,5.82
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0260.wav,4,绿色的画，字是红的，比那木刻的精致得多了。,lǜ sè dì huà ， zì shì hóng dì ， bì nuó mù kè dì jīng zhì děi duō liào 。,5.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0277.wav,2,能使全中国化成一个麻胡，凡有孩子都死在他肚子里。,néng shǐ quán zhōng guó huà chéng yī gè má hú ， fán yǒu hái zi dū sǐ zài tā dù z,5.89
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0278.wav,2,只要对于白话来加以谋害者，都应该灭亡！,zhǐ yào duì yú bái huà lái jiā yǐ móu hài zhě ， dū yīng gāi miè wáng ！,5.36
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0289.wav,2,呵斥，甚而至于打手心。我的小同学因为专读,hē chì ， shèn ér zhì yú dǎ shǒu xīn 。 wǒ dì xiǎo tóng xué yīn wèi zhuān dú,5.03
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0301.wav,3,“惟有在人生的事实这本身中寻出欢喜者，可以活下去。,wéi yǒu zài rén shēng dì shì shí zhè běn shēn zhōng xún chū huān xǐ zhě ， kě yǐ ,5.56
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0302.wav,4,倘若在那里什么也不见，他们其实倒不如死。”,tǎng ruò zài nà li shén me yě bù jiàn ， tā men qí shí dǎo bù rú sǐ 。,4.96
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0303.wav,4,于是乎有一个叫作密哈罗夫的，寄信嘲骂他道，,yú shì hū yǒu yī gè jiào zuò mì hā luó fú dì ， jì xìn cháo mà tā dào ，,5.31
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0304.wav,4,“所以我完全诚实地劝你自杀来祸福你自己的生命，,suǒ yǐ wǒ wán quán chéng shí dì quàn nǐ zì shā lái huò fú nǐ zì jǐ dì shēng mìng,5.17
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0313.wav,1,这虽然不过薄薄的一本书，,zhè suī rán bù guò bó bó de yī běn shū ，,2.61
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0315.wav,4,那里面的故事，似乎是谁都知道的；,nuó lǐ miàn dì gù shi ， sì hū shì shéi dū zhī dào dì ；,3.44
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0319.wav,4,“人之初，性本善”么？这并非现在要加研究的问题。,rén zhī chū ， xìng běn shàn me ？ zhè bìng fēi xiàn zài yào jiā yán jiū dì wèn tí,5.7
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0331.wav,4,但那时我还小，实在不明白这些。,dàn nà shí wǒ huán xiǎo ， shí zài bù míng bai zhè xiē 。,5.11
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0340.wav,4,大约旧本也差不多，而招我反感的便是“诈跌”。,dà yuē jiù běn yě chà bu duō ， ér zhāo wǒ fǎn gǎn dì biàn shì zhà diē 。,5.24
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0343.wav,4,师觉授《孝子传》云，,shī jué shòu xiào zǐ zhuàn yún ，,2.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0346.wav,1,不知怎地，后之君子却一定要改得他“诈”起来，心里才能舒服。,bù zhī zěn dì ， hòu zhī jūn zǐ què yī dìng yào gǎi dé tā zhà qi lai ， xīn li cái,5.98
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0347.wav,4,邓伯道弃子救侄，想来也不过“弃”而已矣，,dèng bó dào qì zǐ jiù zhí ， xiǎng lái yě bù guò qì ér yǐ yǐ ，,4.42
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0348.wav,1,昏妄人也必须说他将儿子捆在树上，使他追不上来才肯歇手。,hūn wàng rén yě bì xū shuō tā qiāng ér zi kǔn zài shù shàng ， shǐ tā zhuī bù shà,5.76
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0351.wav,2,至于玩着“摇咕咚”的郭巨的儿子，却实在值得同情。,zhì yú wán zhuó yáo gū dōng dì guō jù dì ér zi ， què shí zài zhí de tóng qíng 。,5.28
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0358.wav,4,家境正在坏下去，常听到父母愁柴米；,jiā jìng zhèng zài huài xià qù ， cháng tīng dào fù mǔ chóu chái mǐ ；,4.08
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0360.wav,2,如果一丝不走样，也掘出一釜黄金来，那自然是如天之福，,rú guǒ yī sī bù zǒu yàng ， yě jué chū yī fǔ huáng jīn lái ， nuó zì rán shì rú ti,5.68
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0370.wav,4,后来这印象日见其淡了，但总有一些留遗，一直到她去世,hòu lái zhè yìn xiàng rì jiàn qí dàn liào ， dàn zǒng yǒu yī xiē liú yí ， yī zhí ,5.97
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0372.wav,3,五猖会·鲁迅·,wǔ chāng huì · lǔ xùn ·,5.01
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0380.wav,2,虽然明人的文章，怕难免有些夸大。,suī rán míng rén dì wén zhāng ， pà nán miǎn yǒu xiē kuā dà 。,3.8
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0382.wav,2,不过是十多人盘旋着一条龙，以及村童们扮些海鬼。,bù guò shì shí duō rén pán xuán zhuó yī tiáo lóng ， yǐ jí cūn tóng men bàn xiē h,5.27
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0388.wav,4,这样的白描的活古人，谁能不动一看的雅兴呢？,zhè yàng dì bái miáo dì huó gǔ rén ， shéi néng bù dòng yī kàn dì yǎ xìng ní ？,4.62
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0391.wav,3,读书人即所谓士子，也大抵不肯赶去看。,dú shū rén jí suǒ wèi shì zǐ ， yě dà dǐ bù kěn gǎn qù kàn 。,4.62
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0392.wav,4,只有游手好闲的闲人，这才跑到庙前或衙门前去看热闹；,zhǐ yǒu yóu shǒu hào xián dì xián rén ， zhè cái pǎo dào miào qián huò yá men qiá,5.75
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0415.wav,4,——“给我读熟。背不出，就不准去看会。”,— — jǐ wǒ dú shú 。 bèi bù chū ， jiù bù zhǔn qù kàn huì 。,5.81
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0420.wav,1,记得那时听人说，,jì de nà shí tīng rén shuō ，,1.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0431.wav,4,我却并没有他们那么高兴。,wǒ què bìng méi yǒu tā men nà me gāo xìng 。,2.9
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0435.wav,4,五月二十五日。,wǔ yuè èr shí wǔ rì 。,3.85
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0438.wav,2,在中国仿佛都有些随意杀人的权柄似的，,zài zhōng guó fǎng fú dū yǒu xiē suí yì shā rén dì quán bǐng shì de ，,3.77
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0453.wav,4,而一进门口所看见的长而白的东西就是他。,ér yī jìn mén kǒu suǒ kàn jiàn dì cháng ér bái dì dōng xi jiù shì tā 。,5.12
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0455.wav,1,听说他一手还拿着铁索，因为他是勾摄生魂的使者。,tīng shuō tā yī shǒu huán ná zhuó tiě suǒ ， yīn wèi tā shì gòu shè shēng hún dì ,5.75
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0462.wav,4,眉眼的外梢都向下，象一个“八”字。,méi yǎn dì wài shāo dū xiàng xià ， xiàng yī gè bā zì 。,3.51
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0475.wav,2,耳所习闻的只有什么“人生无常”之类的话。,ěr suǒ xí wén dì zhǐ yǒu shén me rén shēng wú cháng zhī lèi de huà 。,4.63
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0496.wav,4,这时候，我们的活无常先生便见得可亲爱了，,zhè shí hòu ， wǒ men dì huó wú cháng xiān sheng pián jiàn dé kè qīn ài liào ，,4.45
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0499.wav,4,但看普通的戏也不行，必须看“大戏”或者“目连戏”。,dàn kàn pǔ tōng dì xì yě bù xíng ， bì xū kàn dà xì huò zhě mù lián xì 。,5.34
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0504.wav,4,我还记得自己坐在这一种戏台下的船上的情形，看客的心情,wǒ huán jì de zì jǐ zuò zài zhè yī zhǒng xì tái xià dì chuán shàng dì qíng xing ,5.71
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0505.wav,4,和普通是两样的。平常愈夜深愈懒散，这时却愈起劲。,hé pǔ tōng shì liǎng yàng dì 。 píng cháng yù yè shēn yù lǎn sǎn ， zhè shí què yù,6.0
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0514.wav,4,这叙述里的“子”字都读作入声。陈念义是越中的名医，,zhè xù shù lǐ dì zi zì dū dú zuò rù shēng 。 chén niàn yì shì yuè zhòng dì míng y,5.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0518.wav,4,不过这惩罚，却给了我们的活无常以不可磨灭的冤苦的印象，,bù guò zhè chéng fá ， què jǐ liào wǒ men dì huó wú cháng yǐ bù kě mó miè dì yuān,5.63
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0523.wav,4,一切鬼众中，就是他有点人情；我们不变鬼则已，,yī qiè guǐ zhòng zhòng ， jiù shì tā yǒu diǎn rén qíng ； wǒ men bù biàn guǐ zé yǐ,5.19
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0524.wav,4,如果要变鬼，自然就只有他可以比较的相亲近。,rú guǒ yào biàn guǐ ， zì rán jiù zhǐ yǒu tā kě yǐ bǐ jiào dì xiàng qīn jìn 。,5.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0539.wav,4,至于不给他吃，那是赛会时候的开玩笑，实际上并不然。,zhì yú bù jǐ tā chī ， nuó shì sài huì shí hou dì kāi wán xiào ， shí jì shàng bìn,5.88
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0542.wav,4,梦中却入冥去当差的，所以很有些人情。,mèng zhōng què rù míng qù dāng chà dì ， suǒ yǐ hěn yǒu xiē rén qíng 。,5.93
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0556.wav,3,木莲有莲房一般的果实，何首乌有拥肿的根。,mù lián yǒu lián fáng yī bān dì guǒ shí ， hé shǒu wū yǒu yǒng zhǒng dì gēn 。,4.5
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0567.wav,4,门外象是风雨声。他正抖作一团时，却听得豁的一声，,mén wài xiàng shì fēng yǔ shēng 。 tā zhèng dǒu zuò yī tuán shí ， què tìng děi hu,5.35
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0569.wav,2,后来呢？后来，老和尚说，这是飞蜈蚣，,hòu lái ní ？ hòu lái ， lǎo hé shàng shuō ， zhè shì fēi wú gōng ，,5.4
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0570.wav,3,它能吸蛇的脑髓，美女蛇就被它治死了。,tā néng xī shé dì nǎo suǐ ， měi nǚ shé jiù bèi tā zhì sǐ liào 。,5.29
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0595.wav,4,名曰“怪哉”，冤气所化，用酒一浇，就消释了。,míng yuē guài zāi ， yuān qì suǒ huà ， yòng jiǔ yī jiāo ， jiù xiāo shì liào 。,5.78
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0610.wav,1,于是大家放开喉咙读一阵书，真是人声鼎沸。,yú shì dà jiā fàng kāi hóu lóng dú yī zhèn shū ， zhēn shi rén shēng dǐng fèi 。,5.33
C:\Users\aena zam\Downloads\speaker dataset mandarin\chao_hua_si_she\chao_hua_si_she_0614.wav,1,——“铁如意，指挥倜傥，一座皆惊呢～～；,— — tiě rú yì ， zhǐ huī tì tǎng ， yī zuò jiē jīng ní ；,5.78
